Series ID,PercOfTotLiab,Balance Sheet Item Name,AssetOrLiab
17-Feb-2021,59429,Gold and foreign exchange,Asset
24-Feb-2021,58355,Gold and foreign exchange,Asset
3-Mar-2021,61606,Gold and foreign exchange,Asset
10-Mar-2021,62972,Gold and foreign exchange,Asset
17-Mar-2021,62016,Gold and foreign exchange,Asset
24-Mar-2021,63088,Gold and foreign exchange,Asset
31-Mar-2021,64613,Gold and foreign exchange,Asset
7-Apr-2021,62937,Gold and foreign exchange,Asset
14-Apr-2021,62800,Gold and foreign exchange,Asset
21-Apr-2021,62536,Gold and foreign exchange,Asset
28-Apr-2021,62570,Gold and foreign exchange,Asset
5-May-2021,62498,Gold and foreign exchange,Asset
12-May-2021,62204,Gold and foreign exchange,Asset
19-May-2021,62395,Gold and foreign exchange,Asset
26-May-2021,63228,Gold and foreign exchange,Asset
2-Jun-2021,62257,Gold and foreign exchange,Asset
9-Jun-2021,63237,Gold and foreign exchange,Asset
16-Jun-2021,62102,Gold and foreign exchange,Asset
23-Jun-2021,64792,Gold and foreign exchange,Asset
30-Jun-2021,62731,Gold and foreign exchange,Asset
7-Jul-2021,62778,Gold and foreign exchange,Asset
14-Jul-2021,63181,Gold and foreign exchange,Asset
21-Jul-2021,65939,Gold and foreign exchange,Asset
28-Jul-2021,64872,Gold and foreign exchange,Asset
4-Aug-2021,65681,Gold and foreign exchange,Asset
11-Aug-2021,64728,Gold and foreign exchange,Asset
18-Aug-2021,70052,Gold and foreign exchange,Asset
25-Aug-2021,69404,Gold and foreign exchange,Asset
1-Sep-2021,69312,Gold and foreign exchange,Asset
8-Sep-2021,68819,Gold and foreign exchange,Asset
15-Sep-2021,69936,Gold and foreign exchange,Asset
22-Sep-2021,69164,Gold and foreign exchange,Asset
29-Sep-2021,69839,Gold and foreign exchange,Asset
6-Oct-2021,68440,Gold and foreign exchange,Asset
13-Oct-2021,69207,Gold and foreign exchange,Asset
20-Oct-2021,67926,Gold and foreign exchange,Asset
27-Oct-2021,69133,Gold and foreign exchange,Asset
3-Nov-2021,68120,Gold and foreign exchange,Asset
10-Nov-2021,69986,Gold and foreign exchange,Asset
17-Nov-2021,69864,Gold and foreign exchange,Asset
24-Nov-2021,71079,Gold and foreign exchange,Asset
1-Dec-2021,70934,Gold and foreign exchange,Asset
8-Dec-2021,72379,Gold and foreign exchange,Asset
15-Dec-2021,72186,Gold and foreign exchange,Asset
22-Dec-2021,74715,Gold and foreign exchange,Asset
29-Dec-2021,71442,Gold and foreign exchange,Asset
5-Jan-2022,73433,Gold and foreign exchange,Asset
12-Jan-2022,72955,Gold and foreign exchange,Asset
19-Jan-2022,73944,Gold and foreign exchange,Asset
26-Jan-2022,73405,Gold and foreign exchange,Asset
2-Feb-2022,74792,Gold and foreign exchange,Asset
9-Feb-2022,75891,Gold and foreign exchange,Asset
16-Feb-2022,74949,Gold and foreign exchange,Asset
23-Feb-2022,73511,Gold and foreign exchange,Asset
2-Mar-2022,74177,Gold and foreign exchange,Asset
9-Mar-2022,72465,Gold and foreign exchange,Asset
16-Mar-2022,72735,Gold and foreign exchange,Asset
23-Mar-2022,70923,Gold and foreign exchange,Asset
30-Mar-2022,72145,Gold and foreign exchange,Asset
6-Apr-2022,68416,Gold and foreign exchange,Asset
13-Apr-2022,70881,Gold and foreign exchange,Asset
20-Apr-2022,69253,Gold and foreign exchange,Asset
27-Apr-2022,72882,Gold and foreign exchange,Asset
4-May-2022,71018,Gold and foreign exchange,Asset
11-May-2022,73900,Gold and foreign exchange,Asset
18-May-2022,72897,Gold and foreign exchange,Asset
25-May-2022,73088,Gold and foreign exchange,Asset
1-Jun-2022,70800,Gold and foreign exchange,Asset
8-Jun-2022,70618,Gold and foreign exchange,Asset
15-Jun-2022,72027,Gold and foreign exchange,Asset
22-Jun-2022,74247,Gold and foreign exchange,Asset
29-Jun-2022,73064,Gold and foreign exchange,Asset
6-Jul-2022,74064,Gold and foreign exchange,Asset
13-Jul-2022,72852,Gold and foreign exchange,Asset
20-Jul-2022,72367,Gold and foreign exchange,Asset
27-Jul-2022,70549,Gold and foreign exchange,Asset
3-Aug-2022,72860,Gold and foreign exchange,Asset
10-Aug-2022,73573,Gold and foreign exchange,Asset
17-Aug-2022,72570,Gold and foreign exchange,Asset
24-Aug-2022,72912,Gold and foreign exchange,Asset
31-Aug-2022,74004,Gold and foreign exchange,Asset
7-Sep-2022,74764,Gold and foreign exchange,Asset
14-Sep-2022,76098,Gold and foreign exchange,Asset
21-Sep-2022,77588,Gold and foreign exchange,Asset
28-Sep-2022,80874,Gold and foreign exchange,Asset
5-Oct-2022,80327,Gold and foreign exchange,Asset
12-Oct-2022,82858,Gold and foreign exchange,Asset
19-Oct-2022,82234,Gold and foreign exchange,Asset
26-Oct-2022,79787,Gold and foreign exchange,Asset
2-Nov-2022,79696,Gold and foreign exchange,Asset
9-Nov-2022,82892,Gold and foreign exchange,Asset
16-Nov-2022,81048,Gold and foreign exchange,Asset
23-Nov-2022,82110,Gold and foreign exchange,Asset
30-Nov-2022,82104,Gold and foreign exchange,Asset
7-Dec-2022,82333,Gold and foreign exchange,Asset
14-Dec-2022,80454,Gold and foreign exchange,Asset
21-Dec-2022,85576,Gold and foreign exchange,Asset
28-Dec-2022,84424,Gold and foreign exchange,Asset
4-Jan-2023,87014,Gold and foreign exchange,Asset
11-Jan-2023,82975,Gold and foreign exchange,Asset
18-Jan-2023,85409,Gold and foreign exchange,Asset
25-Jan-2023,81570,Gold and foreign exchange,Asset
1-Feb-2023,85120,Gold and foreign exchange,Asset
8-Feb-2023,82315,Gold and foreign exchange,Asset
15-Feb-2023,83953,Gold and foreign exchange,Asset
22-Feb-2023,84197,Gold and foreign exchange,Asset
1-Mar-2023,85413,Gold and foreign exchange,Asset
8-Mar-2023,88332,Gold and foreign exchange,Asset
15-Mar-2023,85904,Gold and foreign exchange,Asset
22-Mar-2023,88529,Gold and foreign exchange,Asset
29-Mar-2023,91403,Gold and foreign exchange,Asset
5-Apr-2023,87724,Gold and foreign exchange,Asset
12-Apr-2023,88903,Gold and foreign exchange,Asset
19-Apr-2023,88834,Gold and foreign exchange,Asset
26-Apr-2023,90133,Gold and foreign exchange,Asset
3-May-2023,88679,Gold and foreign exchange,Asset
10-May-2023,88349,Gold and foreign exchange,Asset
17-May-2023,94126,Gold and foreign exchange,Asset
24-May-2023,94177,Gold and foreign exchange,Asset
31-May-2023,96343,Gold and foreign exchange,Asset
7-Jun-2023,95823,Gold and foreign exchange,Asset
14-Jun-2023,92772,Gold and foreign exchange,Asset
21-Jun-2023,89940,Gold and foreign exchange,Asset
28-Jun-2023,93676,Gold and foreign exchange,Asset
5-Jul-2023,94517,Gold and foreign exchange,Asset
12-Jul-2023,96041,Gold and foreign exchange,Asset
19-Jul-2023,95168,Gold and foreign exchange,Asset
26-Jul-2023,94574,Gold and foreign exchange,Asset
2-Aug-2023,93758,Gold and foreign exchange,Asset
9-Aug-2023,97594,Gold and foreign exchange,Asset
16-Aug-2023,97476,Gold and foreign exchange,Asset
23-Aug-2023,98061,Gold and foreign exchange,Asset
30-Aug-2023,96958,Gold and foreign exchange,Asset
6-Sep-2023,99454,Gold and foreign exchange,Asset
13-Sep-2023,100687,Gold and foreign exchange,Asset
20-Sep-2023,99627,Gold and foreign exchange,Asset
27-Sep-2023,98091,Gold and foreign exchange,Asset
4-Oct-2023,95541,Gold and foreign exchange,Asset
11-Oct-2023,94835,Gold and foreign exchange,Asset
18-Oct-2023,96357,Gold and foreign exchange,Asset
25-Oct-2023,98346,Gold and foreign exchange,Asset
1-Nov-2023,95077,Gold and foreign exchange,Asset
8-Nov-2023,96555,Gold and foreign exchange,Asset
15-Nov-2023,95211,Gold and foreign exchange,Asset
22-Nov-2023,98294,Gold and foreign exchange,Asset
29-Nov-2023,94631,Gold and foreign exchange,Asset
6-Dec-2023,96646,Gold and foreign exchange,Asset
13-Dec-2023,98196,Gold and foreign exchange,Asset
20-Dec-2023,90683,Gold and foreign exchange,Asset
27-Dec-2023,90358,Gold and foreign exchange,Asset
3-Jan-2024,95464,Gold and foreign exchange,Asset
10-Jan-2024,93202,Gold and foreign exchange,Asset
17-Jan-2024,93692,Gold and foreign exchange,Asset
24-Jan-2024,96556,Gold and foreign exchange,Asset
31-Jan-2024,92644,Gold and foreign exchange,Asset
7-Feb-2024,98668,Gold and foreign exchange,Asset
14-Feb-2024,99881,Gold and foreign exchange,Asset
21-Feb-2024,99299,Gold and foreign exchange,Asset
28-Feb-2024,99859,Gold and foreign exchange,Asset
6-Mar-2024,98148,Gold and foreign exchange,Asset
13-Mar-2024,98458,Gold and foreign exchange,Asset
20-Mar-2024,99008,Gold and foreign exchange,Asset
27-Mar-2024,101855,Gold and foreign exchange,Asset
3-Apr-2024,100729,Gold and foreign exchange,Asset
10-Apr-2024,98564,Gold and foreign exchange,Asset
17-Apr-2024,104365,Gold and foreign exchange,Asset
24-Apr-2024,97866,Gold and foreign exchange,Asset
1-May-2024,100857,Gold and foreign exchange,Asset
8-May-2024,103493,Gold and foreign exchange,Asset
15-May-2024,100173,Gold and foreign exchange,Asset
22-May-2024,100833,Gold and foreign exchange,Asset
29-May-2024,103370,Gold and foreign exchange,Asset
5-Jun-2024,103429,Gold and foreign exchange,Asset
12-Jun-2024,101481,Gold and foreign exchange,Asset
19-Jun-2024,100908,Gold and foreign exchange,Asset
26-Jun-2024,101855,Gold and foreign exchange,Asset
3-Jul-2024,102768,Gold and foreign exchange,Asset
10-Jul-2024,100991,Gold and foreign exchange,Asset
17-Jul-2024,101023,Gold and foreign exchange,Asset
24-Jul-2024,105241,Gold and foreign exchange,Asset
31-Jul-2024,104533,Gold and foreign exchange,Asset
7-Aug-2024,103275,Gold and foreign exchange,Asset
14-Aug-2024,101635,Gold and foreign exchange,Asset
21-Aug-2024,99026,Gold and foreign exchange,Asset
28-Aug-2024,95527,Gold and foreign exchange,Asset
4-Sep-2024,95345,Gold and foreign exchange,Asset
11-Sep-2024,97015,Gold and foreign exchange,Asset
18-Sep-2024,97736,Gold and foreign exchange,Asset
25-Sep-2024,97390,Gold and foreign exchange,Asset
2-Oct-2024,98591,Gold and foreign exchange,Asset
9-Oct-2024,101531,Gold and foreign exchange,Asset
16-Oct-2024,102141,Gold and foreign exchange,Asset
23-Oct-2024,109474,Gold and foreign exchange,Asset
30-Oct-2024,105723,Gold and foreign exchange,Asset
6-Nov-2024,106302,Gold and foreign exchange,Asset
13-Nov-2024,101654,Gold and foreign exchange,Asset
20-Nov-2024,104045,Gold and foreign exchange,Asset
27-Nov-2024,104869,Gold and foreign exchange,Asset
4-Dec-2024,104863,Gold and foreign exchange,Asset
11-Dec-2024,109931,Gold and foreign exchange,Asset
18-Dec-2024,106859,Gold and foreign exchange,Asset
25-Dec-2024,105342,Gold and foreign exchange,Asset
1-Jan-2020,88831,Australian dollar investments,Asset
8-Jan-2020,88937,Australian dollar investments,Asset
15-Jan-2020,86848,Australian dollar investments,Asset
22-Jan-2020,87301,Australian dollar investments,Asset
29-Jan-2020,86442,Australian dollar investments,Asset
5-Feb-2020,84714,Australian dollar investments,Asset
12-Feb-2020,86545,Australian dollar investments,Asset
19-Feb-2020,87128,Australian dollar investments,Asset
26-Feb-2020,90975,Australian dollar investments,Asset
4-Mar-2020,88690,Australian dollar investments,Asset
11-Mar-2020,89677,Australian dollar investments,Asset
18-Mar-2020,117331,Australian dollar investments,Asset
25-Mar-2020,157636,Australian dollar investments,Asset
1-Apr-2020,176001,Australian dollar investments,Asset
8-Apr-2020,184278,Australian dollar investments,Asset
15-Apr-2020,173166,Australian dollar investments,Asset
22-Apr-2020,177178,Australian dollar investments,Asset
29-Apr-2020,182246,Australian dollar investments,Asset
6-May-2020,187486,Australian dollar investments,Asset
13-May-2020,192042,Australian dollar investments,Asset
20-May-2020,195089,Australian dollar investments,Asset
27-May-2020,201094,Australian dollar investments,Asset
3-Jun-2020,206337,Australian dollar investments,Asset
10-Jun-2020,204883,Australian dollar investments,Asset
17-Jun-2020,203605,Australian dollar investments,Asset
24-Jun-2020,207533,Australian dollar investments,Asset
1-Jul-2020,214291,Australian dollar investments,Asset
8-Jul-2020,214235,Australian dollar investments,Asset
15-Jul-2020,217288,Australian dollar investments,Asset
22-Jul-2020,208810,Australian dollar investments,Asset
29-Jul-2020,208240,Australian dollar investments,Asset
5-Aug-2020,209621,Australian dollar investments,Asset
12-Aug-2020,212179,Australian dollar investments,Asset
19-Aug-2020,218272,Australian dollar investments,Asset
26-Aug-2020,217320,Australian dollar investments,Asset
2-Sep-2020,230894,Australian dollar investments,Asset
9-Sep-2020,234682,Australian dollar investments,Asset
16-Sep-2020,232903,Australian dollar investments,Asset
23-Sep-2020,234611,Australian dollar investments,Asset
30-Sep-2020,239153,Australian dollar investments,Asset
7-Oct-2020,237643,Australian dollar investments,Asset
14-Oct-2020,234972,Australian dollar investments,Asset
21-Oct-2020,228962,Australian dollar investments,Asset
28-Oct-2020,229012,Australian dollar investments,Asset
4-Nov-2020,227707,Australian dollar investments,Asset
11-Nov-2020,234037,Australian dollar investments,Asset
18-Nov-2020,241579,Australian dollar investments,Asset
25-Nov-2020,235373,Australian dollar investments,Asset
2-Dec-2020,242109,Australian dollar investments,Asset
9-Dec-2020,248817,Australian dollar investments,Asset
16-Dec-2020,255988,Australian dollar investments,Asset
23-Dec-2020,260857,Australian dollar investments,Asset
30-Dec-2020,260306,Australian dollar investments,Asset
6-Jan-2021,262449,Australian dollar investments,Asset
13-Jan-2021,262576,Australian dollar investments,Asset
20-Jan-2021,267035,Australian dollar investments,Asset
27-Jan-2021,272001,Australian dollar investments,Asset
3-Feb-2021,280729,Australian dollar investments,Asset
10-Feb-2021,285706,Australian dollar investments,Asset
17-Feb-2021,287290,Australian dollar investments,Asset
24-Feb-2021,292364,Australian dollar investments,Asset
3-Mar-2021,312281,Australian dollar investments,Asset
10-Mar-2021,317450,Australian dollar investments,Asset
17-Mar-2021,320878,Australian dollar investments,Asset
24-Mar-2021,326529,Australian dollar investments,Asset
31-Mar-2021,332813,Australian dollar investments,Asset
7-Apr-2021,334841,Australian dollar investments,Asset
14-Apr-2021,344154,Australian dollar investments,Asset
21-Apr-2021,346489,Australian dollar investments,Asset
28-Apr-2021,352525,Australian dollar investments,Asset
5-May-2021,358510,Australian dollar investments,Asset
12-May-2021,367640,Australian dollar investments,Asset
19-May-2021,371355,Australian dollar investments,Asset
26-May-2021,385679,Australian dollar investments,Asset
2-Jun-2021,397412,Australian dollar investments,Asset
9-Jun-2021,414254,Australian dollar investments,Asset
16-Jun-2021,426774,Australian dollar investments,Asset
23-Jun-2021,443979,Australian dollar investments,Asset
30-Jun-2021,474974,Australian dollar investments,Asset
7-Jul-2021,478794,Australian dollar investments,Asset
14-Jul-2021,484885,Australian dollar investments,Asset
21-Jul-2021,491504,Australian dollar investments,Asset
28-Jul-2021,497038,Australian dollar investments,Asset
4-Aug-2021,499973,Australian dollar investments,Asset
11-Aug-2021,504098,Australian dollar investments,Asset
18-Aug-2021,510496,Australian dollar investments,Asset
25-Aug-2021,515666,Australian dollar investments,Asset
1-Sep-2021,503873,Australian dollar investments,Asset
8-Sep-2021,508872,Australian dollar investments,Asset
15-Sep-2021,514751,Australian dollar investments,Asset
22-Sep-2021,518493,Australian dollar investments,Asset
29-Sep-2021,519596,Australian dollar investments,Asset
6-Oct-2021,516904,Australian dollar investments,Asset
13-Oct-2021,518966,Australian dollar investments,Asset
20-Oct-2021,520874,Australian dollar investments,Asset
27-Oct-2021,522694,Australian dollar investments,Asset
3-Nov-2021,525226,Australian dollar investments,Asset
10-Nov-2021,529917,Australian dollar investments,Asset
17-Nov-2021,531169,Australian dollar investments,Asset
24-Nov-2021,535076,Australian dollar investments,Asset
1-Dec-2021,542584,Australian dollar investments,Asset
8-Dec-2021,548933,Australian dollar investments,Asset
15-Dec-2021,555904,Australian dollar investments,Asset
22-Dec-2021,556836,Australian dollar investments,Asset
29-Dec-2021,559949,Australian dollar investments,Asset
5-Jan-2022,556515,Australian dollar investments,Asset
12-Jan-2022,558608,Australian dollar investments,Asset
19-Jan-2022,560162,Australian dollar investments,Asset
26-Jan-2022,562562,Australian dollar investments,Asset
2-Feb-2022,567206,Australian dollar investments,Asset
9-Feb-2022,568950,Australian dollar investments,Asset
16-Feb-2022,567804,Australian dollar investments,Asset
23-Feb-2022,566167,Australian dollar investments,Asset
2-Mar-2022,571342,Australian dollar investments,Asset
9-Mar-2022,565470,Australian dollar investments,Asset
16-Mar-2022,563787,Australian dollar investments,Asset
23-Mar-2022,556588,Australian dollar investments,Asset
30-Mar-2022,554324,Australian dollar investments,Asset
6-Apr-2022,550561,Australian dollar investments,Asset
13-Apr-2022,548891,Australian dollar investments,Asset
20-Apr-2022,548828,Australian dollar investments,Asset
27-Apr-2022,545961,Australian dollar investments,Asset
4-May-2022,537454,Australian dollar investments,Asset
11-May-2022,541170,Australian dollar investments,Asset
18-May-2022,541819,Australian dollar investments,Asset
25-May-2022,543799,Australian dollar investments,Asset
1-Jun-2022,539812,Australian dollar investments,Asset
8-Jun-2022,536747,Australian dollar investments,Asset
15-Jun-2022,526403,Australian dollar investments,Asset
22-Jun-2022,530849,Australian dollar investments,Asset
29-Jun-2022,537298,Australian dollar investments,Asset
6-Jul-2022,544186,Australian dollar investments,Asset
13-Jul-2022,544846,Australian dollar investments,Asset
20-Jul-2022,538923,Australian dollar investments,Asset
27-Jul-2022,543354,Australian dollar investments,Asset
3-Aug-2022,547122,Australian dollar investments,Asset
10-Aug-2022,543805,Australian dollar investments,Asset
17-Aug-2022,544452,Australian dollar investments,Asset
24-Aug-2022,538015,Australian dollar investments,Asset
31-Aug-2022,537655,Australian dollar investments,Asset
7-Sep-2022,536401,Australian dollar investments,Asset
14-Sep-2022,537467,Australian dollar investments,Asset
21-Sep-2022,537625,Australian dollar investments,Asset
28-Sep-2022,533154,Australian dollar investments,Asset
5-Oct-2022,540515,Australian dollar investments,Asset
12-Oct-2022,537671,Australian dollar investments,Asset
19-Oct-2022,536328,Australian dollar investments,Asset
26-Oct-2022,535594,Australian dollar investments,Asset
2-Nov-2022,538042,Australian dollar investments,Asset
9-Nov-2022,537270,Australian dollar investments,Asset
16-Nov-2022,540946,Australian dollar investments,Asset
23-Nov-2022,538703,Australian dollar investments,Asset
30-Nov-2022,539219,Australian dollar investments,Asset
7-Dec-2022,543138,Australian dollar investments,Asset
14-Dec-2022,545162,Australian dollar investments,Asset
21-Dec-2022,541933,Australian dollar investments,Asset
28-Dec-2022,537695,Australian dollar investments,Asset
4-Jan-2023,536759,Australian dollar investments,Asset
11-Jan-2023,537303,Australian dollar investments,Asset
18-Jan-2023,538755,Australian dollar investments,Asset
25-Jan-2023,540419,Australian dollar investments,Asset
1-Feb-2023,537865,Australian dollar investments,Asset
8-Feb-2023,536058,Australian dollar investments,Asset
15-Feb-2023,532987,Australian dollar investments,Asset
22-Feb-2023,531451,Australian dollar investments,Asset
1-Mar-2023,530927,Australian dollar investments,Asset
8-Mar-2023,532644,Australian dollar investments,Asset
15-Mar-2023,537970,Australian dollar investments,Asset
22-Mar-2023,538768,Australian dollar investments,Asset
29-Mar-2023,543891,Australian dollar investments,Asset
5-Apr-2023,546087,Australian dollar investments,Asset
12-Apr-2023,545472,Australian dollar investments,Asset
19-Apr-2023,541394,Australian dollar investments,Asset
26-Apr-2023,525472,Australian dollar investments,Asset
3-May-2023,522371,Australian dollar investments,Asset
10-May-2023,519937,Australian dollar investments,Asset
17-May-2023,519777,Australian dollar investments,Asset
24-May-2023,516229,Australian dollar investments,Asset
31-May-2023,515860,Australian dollar investments,Asset
7-Jun-2023,510769,Australian dollar investments,Asset
14-Jun-2023,504651,Australian dollar investments,Asset
21-Jun-2023,504295,Australian dollar investments,Asset
28-Jun-2023,506865,Australian dollar investments,Asset
5-Jul-2023,505048,Australian dollar investments,Asset
12-Jul-2023,502750,Australian dollar investments,Asset
19-Jul-2023,498471,Australian dollar investments,Asset
26-Jul-2023,495270,Australian dollar investments,Asset
2-Aug-2023,494396,Australian dollar investments,Asset
9-Aug-2023,492054,Australian dollar investments,Asset
16-Aug-2023,487549,Australian dollar investments,Asset
23-Aug-2023,481951,Australian dollar investments,Asset
30-Aug-2023,480292,Australian dollar investments,Asset
6-Sep-2023,470769,Australian dollar investments,Asset
13-Sep-2023,464348,Australian dollar investments,Asset
20-Sep-2023,457088,Australian dollar investments,Asset
27-Sep-2023,441180,Australian dollar investments,Asset
4-Oct-2023,435295,Australian dollar investments,Asset
11-Oct-2023,437807,Australian dollar investments,Asset
18-Oct-2023,434736,Australian dollar investments,Asset
25-Oct-2023,432023,Australian dollar investments,Asset
1-Nov-2023,430506,Australian dollar investments,Asset
8-Nov-2023,434425,Australian dollar investments,Asset
15-Nov-2023,432730,Australian dollar investments,Asset
22-Nov-2023,430839,Australian dollar investments,Asset
29-Nov-2023,430720,Australian dollar investments,Asset
6-Dec-2023,432328,Australian dollar investments,Asset
13-Dec-2023,432578,Australian dollar investments,Asset
20-Dec-2023,437512,Australian dollar investments,Asset
27-Dec-2023,438228,Australian dollar investments,Asset
3-Jan-2024,436768,Australian dollar investments,Asset
10-Jan-2024,435043,Australian dollar investments,Asset
17-Jan-2024,432553,Australian dollar investments,Asset
24-Jan-2024,431006,Australian dollar investments,Asset
31-Jan-2024,434072,Australian dollar investments,Asset
7-Feb-2024,433551,Australian dollar investments,Asset
14-Feb-2024,431499,Australian dollar investments,Asset
21-Feb-2024,432031,Australian dollar investments,Asset
28-Feb-2024,426807,Australian dollar investments,Asset
6-Mar-2024,427407,Australian dollar investments,Asset
13-Mar-2024,425987,Australian dollar investments,Asset
20-Mar-2024,425506,Australian dollar investments,Asset
27-Mar-2024,426958,Australian dollar investments,Asset
3-Apr-2024,426375,Australian dollar investments,Asset
10-Apr-2024,424932,Australian dollar investments,Asset
17-Apr-2024,420728,Australian dollar investments,Asset
24-Apr-2024,395913,Australian dollar investments,Asset
1-May-2024,394950,Australian dollar investments,Asset
8-May-2024,395477,Australian dollar investments,Asset
15-May-2024,390556,Australian dollar investments,Asset
22-May-2024,383994,Australian dollar investments,Asset
29-May-2024,371863,Australian dollar investments,Asset
5-Jun-2024,362967,Australian dollar investments,Asset
12-Jun-2024,352811,Australian dollar investments,Asset
19-Jun-2024,345978,Australian dollar investments,Asset
26-Jun-2024,320860,Australian dollar investments,Asset
3-Jul-2024,313803,Australian dollar investments,Asset
10-Jul-2024,316266,Australian dollar investments,Asset
17-Jul-2024,317768,Australian dollar investments,Asset
24-Jul-2024,318830,Australian dollar investments,Asset
31-Jul-2024,326292,Australian dollar investments,Asset
7-Aug-2024,330853,Australian dollar investments,Asset
14-Aug-2024,333345,Australian dollar investments,Asset
21-Aug-2024,331918,Australian dollar investments,Asset
28-Aug-2024,328060,Australian dollar investments,Asset
4-Sep-2024,321603,Australian dollar investments,Asset
11-Sep-2024,322252,Australian dollar investments,Asset
18-Sep-2024,323778,Australian dollar investments,Asset
25-Sep-2024,328945,Australian dollar investments,Asset
2-Oct-2024,331963,Australian dollar investments,Asset
9-Oct-2024,329989,Australian dollar investments,Asset
16-Oct-2024,329486,Australian dollar investments,Asset
23-Oct-2024,320621,Australian dollar investments,Asset
30-Oct-2024,322308,Australian dollar investments,Asset
6-Nov-2024,323272,Australian dollar investments,Asset
13-Nov-2024,322339,Australian dollar investments,Asset
20-Nov-2024,324903,Australian dollar investments,Asset
27-Nov-2024,308944,Australian dollar investments,Asset
4-Dec-2024,310342,Australian dollar investments,Asset
11-Dec-2024,309349,Australian dollar investments,Asset
18-Dec-2024,311341,Australian dollar investments,Asset
25-Dec-2024,310534,Australian dollar investments,Asset
1-Jan-2020,2153,Other assets (including clearing items),Asset
8-Jan-2020,1917,Other assets (including clearing items),Asset
15-Jan-2020,2104,Other assets (including clearing items),Asset
22-Jan-2020,1894,Other assets (including clearing items),Asset
29-Jan-2020,2128,Other assets (including clearing items),Asset
5-Feb-2020,1817,Other assets (including clearing items),Asset
12-Feb-2020,2152,Other assets (including clearing items),Asset
19-Feb-2020,1918,Other assets (including clearing items),Asset
26-Feb-2020,2219,Other assets (including clearing items),Asset
4-Mar-2020,2133,Other assets (including clearing items),Asset
11-Mar-2020,3572,Other assets (including clearing items),Asset
18-Mar-2020,2986,Other assets (including clearing items),Asset
25-Mar-2020,2629,Other assets (including clearing items),Asset
1-Apr-2020,2000,Other assets (including clearing items),Asset
8-Apr-2020,2169,Other assets (including clearing items),Asset
15-Apr-2020,1980,Other assets (including clearing items),Asset
22-Apr-2020,2303,Other assets (including clearing items),Asset
29-Apr-2020,2182,Other assets (including clearing items),Asset
6-May-2020,2235,Other assets (including clearing items),Asset
13-May-2020,1910,Other assets (including clearing items),Asset
20-May-2020,2198,Other assets (including clearing items),Asset
27-May-2020,1862,Other assets (including clearing items),Asset
3-Jun-2020,2096,Other assets (including clearing items),Asset
10-Jun-2020,1989,Other assets (including clearing items),Asset
17-Jun-2020,2251,Other assets (including clearing items),Asset
24-Jun-2020,1899,Other assets (including clearing items),Asset
1-Jul-2020,2163,Other assets (including clearing items),Asset
8-Jul-2020,1925,Other assets (including clearing items),Asset
15-Jul-2020,2218,Other assets (including clearing items),Asset
22-Jul-2020,1880,Other assets (including clearing items),Asset
29-Jul-2020,2315,Other assets (including clearing items),Asset
5-Aug-2020,1928,Other assets (including clearing items),Asset
12-Aug-2020,2169,Other assets (including clearing items),Asset
19-Aug-2020,1923,Other assets (including clearing items),Asset
26-Aug-2020,2380,Other assets (including clearing items),Asset
2-Sep-2020,1822,Other assets (including clearing items),Asset
9-Sep-2020,2083,Other assets (including clearing items),Asset
16-Sep-2020,1870,Other assets (including clearing items),Asset
23-Sep-2020,2173,Other assets (including clearing items),Asset
30-Sep-2020,1881,Other assets (including clearing items),Asset
7-Oct-2020,2256,Other assets (including clearing items),Asset
14-Oct-2020,1945,Other assets (including clearing items),Asset
21-Oct-2020,2223,Other assets (including clearing items),Asset
28-Oct-2020,2059,Other assets (including clearing items),Asset
4-Nov-2020,2132,Other assets (including clearing items),Asset
11-Nov-2020,1959,Other assets (including clearing items),Asset
18-Nov-2020,2252,Other assets (including clearing items),Asset
25-Nov-2020,2007,Other assets (including clearing items),Asset
2-Dec-2020,2197,Other assets (including clearing items),Asset
9-Dec-2020,1846,Other assets (including clearing items),Asset
16-Dec-2020,2237,Other assets (including clearing items),Asset
23-Dec-2020,2147,Other assets (including clearing items),Asset
30-Dec-2020,2126,Other assets (including clearing items),Asset
6-Jan-2021,1874,Other assets (including clearing items),Asset
13-Jan-2021,2159,Other assets (including clearing items),Asset
20-Jan-2021,2040,Other assets (including clearing items),Asset
27-Jan-2021,2226,Other assets (including clearing items),Asset
3-Feb-2021,1872,Other assets (including clearing items),Asset
10-Feb-2021,2245,Other assets (including clearing items),Asset
17-Feb-2021,2020,Other assets (including clearing items),Asset
24-Feb-2021,2238,Other assets (including clearing items),Asset
3-Mar-2021,2002,Other assets (including clearing items),Asset
10-Mar-2021,2296,Other assets (including clearing items),Asset
17-Mar-2021,1907,Other assets (including clearing items),Asset
24-Mar-2021,2183,Other assets (including clearing items),Asset
31-Mar-2021,2014,Other assets (including clearing items),Asset
7-Apr-2021,2224,Other assets (including clearing items),Asset
14-Apr-2021,1859,Other assets (including clearing items),Asset
21-Apr-2021,2237,Other assets (including clearing items),Asset
28-Apr-2021,1981,Other assets (including clearing items),Asset
5-May-2021,2168,Other assets (including clearing items),Asset
12-May-2021,1906,Other assets (including clearing items),Asset
19-May-2021,2202,Other assets (including clearing items),Asset
26-May-2021,1935,Other assets (including clearing items),Asset
2-Jun-2021,2206,Other assets (including clearing items),Asset
9-Jun-2021,1866,Other assets (including clearing items),Asset
16-Jun-2021,2308,Other assets (including clearing items),Asset
